,title,image,year,release_year,rating,runtime,plot,genres,score,Action,Adventure,Anime,Children,Comedy,Cult,Documentaries,Dramas,Fantasy,Horror,International,Reality,Romantic,Sci-Fi,Thrillers,media type
44,The Degenerates,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABZah0SNPVCb5MFgss4y0YuXgQI8Ll4tV4RTl9-CpvZZa86JrCWpqOqWGd4RJYKXd1NguncX1XQxoGCzbVoSufmSvHaBZCNI7IxQgVayqZegocBXmAeqxQlLvuvVINQArZ1IwS-_ea2oSOOL-gHCnTZW7B_5ZLQ.jpg?r=a4b,2019,2019,TV-MA,2 Seasons,Six stand-ups explore the coarse and salacious side of comedy in this series of half-hour specials. For mature audiences.,"['Comedy', 'Comedy']",7.7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,tv
45,The Neighbor,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABb9YKwriZ_xyN1318Z3HniR31MC3MJ8qZMOBl8uW5M1fB-S-8tcF7qSSRtrwGcXVLUlfSHZY7gmGZz_FAcGJ-PSdrEaI6JWx2J-YGZpx1LWT7b3UTKH6Vy8uaT1t.jpg?r=f12,2019,2019,TV-MA,1 Season,Self-centered Javier's life gets a bit messy when he unexpectedly becomes a superhero – and his recent ex is tasked with uncovering his identity.,"['International', 'International', 'Comedy']",2.8,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,tv
46,Alexa & Katie,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABXIpIZbWHhkYePCx5HLP05ibZthH9YL9wPSahf68l-Np9QV4FlNcSvobxVkk56Acz8RWPQ6mMh9ecTNDTD9BycRlTNbIXoqlmH5PG_LyOR7pr6q1JFPCZfic_kttVekgQ2cmYWQ3iPZg0Sv9V65-Mo3wZrXtaQ.jpg?r=a19,2019,2019,TV-G,3 Seasons,"Alexa is battling cancer. But with her best friend, Katie, by her side, she's also starting high school – and ready for whatever comes next.","['Children', 'Comedy']",3.4,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,tv
47,The Disastrous Life of Saiki K.: Reawakened,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABTP-qCIhkDYjG-dPWpN2NfNgTc_Fvtejr-bGUD2Xd5sgICvpRxOwq9p3Qm8Qzm9AN6BEzSJP7jIhEipyODlwrLEY-1e7qlJVhJH8N9MmojUQfXdS4JRUcp4ltXLt.jpg?r=896,2019,2019,TV-14,1 Season,"Kusuo and his gaggle of self-proclaimed friends are back for more psychic mishaps. If he didn't have enough problems before, he's got even more now.","['Anime', 'International']",8.3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,tv
48,Kevin Hart: Don’t F**k This Up,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABX5HR4Kbdv4rEElflNA11QaqKj-PMWoQ7DrsQoUqZdCJPt5SPkmq_vLQcTeB0SL7xEpFHlIOxRF6QAG65u15P8Mxx8ti3yQ9njIFuz8OYNUCfx8l9kwG_axH-Goz.jpg?r=7ad,2019,2019,TV-MA,1 Season,"Amid turmoil in his career and marriage, comedian and film star Kevin Hart opens up about his personal breakthroughs as he navigates crises and fame.",['Documentaries'],5.9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,tv
49,The Gift,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABVMu7sFy-sMhk06wmlTT9wBgchpBg2L3zCMQHoWQlrrhL0cMn6fQm0_6VN3SjcD6C9_C_8ipMLaCoF9xRS5UNRB1zJ7khTz7yvZbImx0t4u7KlBb1yczGGLJ8R-w.jpg?r=72b,2019,2019,TV-MA,1 Season,A painter in Istanbul embarks on a personal journey as she unearths universal secrets about an Anatolian archaeological site and its link to her past.,"['International', 'Dramas']",7.6,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,tv
50,Fast & Furious Spy Racers,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABe8rDKJXuY1-MS1m3gTRPGw7NYD4rt7XFTdOmqnuS-ahcSBWHKADkA2h1h92IHg56iQZSg0UKEESed-7V3t_NKva_0Kn3UrVLxcGlCL-6Hja0iQ8LkybVc3KzWAU.jpg?r=e82,2019,2019,TV-Y7-FV,1 Season,A government agency recruits teen driver Tony Toretto and his thrill-seeking friends to infiltrate a criminal street racing circuit as undercover spies.,['Children'],6.6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,tv
51,The Bonfire of Destiny,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABXZMAg0DQ2lW8HHk04qQPjyNS6RFoIqaHgu2KvpEORyCwisll_v0U6Ihr3EPMrnQsbME1ZW9YVqsJdNLcDKbd30QGmTnBBRnuH_DUHPadpcu3eeNaAmHYx0BRdZc.jpg?r=1eb,2019,2019,TV-MA,1 Season,"After a devastating fire in 1897 Paris, three women find their lives upended by betrayals, deceptions and romantic turmoil. Inspired by real events.","['International', 'Dramas']",6.2,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,tv
52,You,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABcO_RvvF5uddj0Z-Fbn2J9QHqIUK4dLiV5hQ8N5i8b98WTvKcaKY2mpE39w5j-sZmUOX4dT9ejoMUvmm7qQUi2B-81UWvJuqLZK1ZNvySzjzDq2k5NC-RnMJalqoLXmUvtv3f5SIdknsGFTjiBhacR1MaY_33Q.jpg?r=701,2019,2019,TV-MA,2 Seasons,"Obsessed with an aspiring writer, a charming bookstore manager goes to extreme measures to insert himself into her life.","['Romantic', 'Dramas']",6.3,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,tv
53,CAROLE & TUESDAY,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABczOfGU8_5oq4D3xWtmP4ugzJ7bhG2-_JBNlSGalGjirg8mLwX00XmR20nGRW3dK1FclWqZQz_d44g9TPWbguYbSj7N2xhGyDw45QccEXMR96AkXYUsC9lrc1L_4nJLTCcL9RDBsh6cm5kStJLB3FNLtLyLN0w.jpg?r=335,2019,2019,TV-MA,2 Seasons,"Part-timer Carole meets rich girl Tuesday, and each realizes they've found the musical partner they need. Together, they just might make it.","['Anime', 'International']",6.2,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,tv
54,Lost in Space,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABbX8ZIoIZwcRrPQHlHQ66qubAxTsSrAKnfjda3x2Xbue-VsCRwswO8yhofTQoo3TshIUD7kfEzYDXEvuQKjP2--uhpO--9hQ3u8bYqZ99V7cwLWFwM1yvV7ke-hTmSeIZWAOeQhYmTsfuHf2srJ3rLBqdVQHnQ.jpg?r=dab,2019,2019,TV-PG,2 Seasons,"After crash-landing on an alien planet, the Robinson family fights against all odds to survive and escape. But they're surrounded by hidden dangers.","['Action', 'Adventure', 'Dramas', 'Sci-Fi', 'Fantasy']",7.7,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,tv
55,Terrace House: Tokyo 2019-2020,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABWW96AGBS2vuC7A9Lzleitmcr98-dlAPo1Qynf7O37FatrlnMRBLB9TFWaj3nWqT2lMQrsBPY3cwgiQXXC4sToNq5Ff4PbImt4q2p87GOBbeKl5loBVlYYt2KnTEz9fDcaJXk2DiF5qpn_dx-vZr1e8ju_mXQw.jpg?r=026,2019,2019,TV-MA,2 Seasons,"Six strangers share a fabulous house in Tokyo, looking for love while living under the same roof. With no script, what happens next is all up to them.","['International', 'Reality']",7.8,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,tv
56,Private Practice,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABVG4iIKJCX0S40p3gmwW6I5MZZnjK3Rbd6Jww0ZKDNTFdVHUTR_qdoxos6xNfgRtm9PF77yRlicqJGsGFaaoNU-dUug.jpg?r=8c9,2012,2012,TV-14,6 Seasons,"At Oceanside Wellness Center, Dr. Addison Montgomery deals with competing personalities in the new world of holistic medicine.","['Comedy', 'Dramas']",8.2,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,tv
57,Agent,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABVROD-YMlAAsMyVzgmvp2Ys-GLG2lE64ZC0qkt6UOR9oNsBBEQGvJraiB0-CAm5YfZQwM-27KrrFRpqfaKS5dyzXwBA.jpg?r=bb1,2019,2019,TV-MA,1 Season,"A former footballer tries to make it as a player agent in the world of African soccer, but a secret from his past threatens to destroy everything.","['International', 'Dramas']",6.2,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,tv
58,The Witcher,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABfqLm0qDfJqMXg3E-AdtyVJXqLGfuhjid8kCebqzxhaLwfmfmPc3I3b-oAXMsi2-uDb-i_iEmwj1D5y_4WYfFiU67iMzG1eaisESWahYvxHw5ThBe6mYbV2PMSGU.jpg?r=382,2019,2019,TV-MA,1 Season,"Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts.","['Action', 'Adventure', 'Dramas']",7.2,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,tv
59,Twice Upon A Time,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABVAOOmipszFRSignFcSlXKXP1SbS-FM2pagHh3U3ylOd4lIeXFzuJoFoEjhpZp8_vdTGSlHX-PE_1sNtqBtcXmapXtWuqENqT06_2zYMIVMkj1G1nDnKe4Q7WOTj.jpg?r=056,2019,2019,TV-MA,1 Season,"Months after a crushing breakup, a man receives a mysterious package that opens a portal to the past – and gives him a chance to win back his ex.","['International', 'Romantic', 'Dramas']",6.8,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,tv
60,Ultraviolet,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABSJvfwmxz45Ev0SaZ02B828YqyO-COLgVKKLufDOmVymj_FLdxO3hgP6bjflbuLQSf_Ulhpd28tKd3GpxctuPfUkoZMuvyJtwam6OGJM3WQuBXI3hcl7Ccuk2vnfozT-rC3BJT5qvvyH24frKvkHor5AQ24l4w.jpg?r=f13,2019,2019,TV-MA,2 Seasons,An online community of amateur sleuths use technology to solve crimes – and make quirky friends – in their quest for justice.,"['International', 'Dramas']",6.8,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,tv
61,Don't F**k with Cats: Hunting an Internet Killer,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABeJyh66y7T032G1rTKKbmCdXEIJBI_RRKcs8bZiQeV387djnp6YmI1PwASLvsLMMA2M7KzxCgDaJlq9M44s1UrxAZds5RG6-bEMHACXsiRkOcm92StDl1sx36VMB.jpg?r=936,2019,2019,TV-MA,1 Season,A twisted criminal's gruesome videos drive a group of amateur online sleuths to launch a risky manhunt that pulls them into a dark underworld.,['Documentaries'],6.9,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,tv
62,Soundtrack,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABdjwnFqb2A9KQZzuaGtflX2DWn117VPP9Uf4a_tEIHVlcXALjfYijd1PzOMnExU1VGPrTrRSyt1F1eQQ6BTWC8qZJtaFTZ81TAGEQJQ30_MB6gFM3Onm1trHLoHM.jpg?r=448,2019,2019,TV-MA,1 Season,"Love, loss and transformative luck intersect in this musical drama about two struggling artists experiencing life at full volume in Los Angeles.","['Romantic', 'Dramas']",7.3,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,tv
63,The Magicians,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABUlHz0mekXNV7Lz1fpWO3OT0vHPAlqphKa7U6JVwQcVZ3nF-fZgZGhHG5_fSmAYp4CY9PH_smqmMZGhU-zHjac9cbT0.jpg?r=8d7,2019,2019,TV-MA,4 Seasons,"When grad student Quentin Coldwater enters a college specializing in magic, he learns that the mythic fantasy world he once read about is very real.","['Dramas', 'Sci-Fi', 'Fantasy']",4.4,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,tv
64,Cocomong,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABZNLPbiV6VmPotftKkO8-dk_RNPanJ330RokGMDF7Vy9_XgihH9X6YGIzMuOQEgKpsN34YIhtZ9YOinRYQU8xQ55WWg.jpg?r=9f3,2015,2015,TV-Y,2 Seasons,"What's in your fridge? In sunny Refrigerator Land, everyday ingredients transform into animal friends who love a good adventure.","['Children', 'International']",4.9,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,tv
65,"Crazy, Lovely, Cool",https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABTLevCsozr2bpGd2mzvRD71MX_N_WNrqhr7rMmd4lFEuW7UggoS0MNb8CywP8XdgKdqjIIPS_l80beEhPXFLYsltDw8.jpg?r=f71,2018,2018,TV-MA,1 Season,"For a group of charismatic undergraduates, the jolting revelations from a campus blog turn surviving university life into a serious matter.","['International', 'Dramas']",5.1,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,tv
66,Girls und Panzer,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABdMwsqM71lQ6dP1B45naTnHuZSL6d4O1oVrEqyW3kGLVK71R2VPhhz5KgKE_vqpD1YfKjaHkS_TWnvUqdTFE8H_wUkg.jpg?r=794,2012,2012,TV-14,1 Season,Miho Nishizumi tries to escape her family's tradition of tankery by enrolling at a new high school. Instead she gets back into the sport with friends.,"['Anime', 'International']",7.3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,tv
67,Scooby-Doo!: Mystery Incorporated,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABb0tjBZ9DgJT1sCDHUxAEril4AexhyMyWcYGVJCQtLd2c2B53HM0rZz-aZgUX0V6XEhsQAX15vFD9kjn52XEQpI0Hgg.jpg?r=c55,2012,2012,TV-Y7-FV,2 Seasons,"In this animated update of the cartoon classic, Scooby-Doo, Shaggy and their pals solve spooky mysteries in a hamlet bedeviled by supernatural bedlam.",['Children'],4.7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,tv
68,Sym-Bionic Titan,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABT9MlKwdOmmijr0tWbUhO6DjOy-96vtpfa9EjsbRCrY4iSEL_h8WGXB4O1EooRWYoQymcMBNK53hUiCrOTmC7SiAcsw.jpg?r=b0b,2010,2010,TV-PG,1 Season,"Aliens fleeing their planet land on Earth, pose as teenagers and fight off mutant space monsters by joining forces to become a powerful giant robot.",['Children'],6.9,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,tv
69,What's New Scooby-Doo?,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABYvj5witLSRmL-poAR9i_zMhMAaKUQ1-3LKOirm1fS-8J6fYtAZZ9LSIlr2139rWD6ZLUXkmWvFSuUdxsWPAhjUBNzQ.jpg?r=21a,2005,2005,TV-Y7,3 Seasons,Scooby-Doo and the gang enter the 21st century with this updated edition of the original series with more ghoulish mysteries to solve.,"['Children', 'Comedy']",4.9,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,tv
70,Outlander,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABQglKThYXjMd1xA5ZTGFXe6nbiCS7j-RcJnD827ZS7Cx5oLqAn10K81Nm9jBgKQAb17wNyD5n-J7Pu_pS6OkfViObyo.jpg?r=056,2017,2017,TV-MA,3 Seasons,This epic tale adapted from Diana Gabaldon's popular series of fantasy-romance novels focuses on the drama of two time-crossed lovers.,"['Romantic', 'Action', 'Adventure', 'Dramas']",7.5,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,tv
71,Astronomy Club: The Sketch Show,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABZQ03OSOYzEBgyKPYzR2jGWER-eafjc_qisnX7IPeJ8PoyardatLpiAg5JM8kl2-mTIJjGJn81w6DoV6AwDYYqzP4O77fP619cIHfQtEDfDO9_f8ucgJspTlKlaZ.jpg?r=05d,2019,2019,TV-MA,1 Season,"With unique individual perspectives that converge into a unified voice, sketch comedy group Astronomy Club delivers a smart and absurd brand of humor.",['Comedy'],6.2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,tv
72,Fuller House,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABWfNnlC11wff-B6DhmpB3qvtvzfnhHG3xZTL3pOnxBQvKx2g1KYqGZE6AXiAJNgncPxqbLdoaFwXrjijsyupygyhMqQGhYxm218o-9wpPZGHaNN8JsXFk3YvDok-.jpg?r=39f,2019,2019,TV-PG,5 Seasons,The Tanner family’s adventures continue as DJ Tanner-Fuller shares a home with her sister Stephanie and friend Kimmy who help raise her three boys.,['Comedy'],6.2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,tv
73,Glow Up,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABUrosW8KPbymd6EoB4hnSOmZES0exIFFSQS4SjyCAHNEmYTQh9HCq-LDdMapOUOvcegWFA2_b1CqVd2plgUfMBzj96irkF3mF0e8OJPTKRme6c6FfqvqBPabaQx3.jpg?r=a18,2019,2019,TV-14,1 Season,"In this competition show, aspiring makeup artists navigate colorful challenges to win a career-making opportunity in the beauty industry.","['International', 'Reality']",4.4,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,tv
74,Teasing Master Takagi-san,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABQKyiiMl1BB5w6Ajh2-1FUe2mX7rA-fUAoWCohEmMmOGs-NM_bfkFE8KhxnimYUBYUoPWY3gVkzZqHg7KUrA8-YfsREQa_DN4AtACgjSR0t8ca79_lBawClJTNKG.jpg?r=65b,2019,2019,TV-PG,1 Season,"Teased constantly by classmate Takagi-san, middle-schooler Nishikata swears payback by trying (and failing) to give her a dose of her own medicine.","['Anime', 'International', 'Romantic']",8.1,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,tv
75,The Chosen One,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABRVLJ2pTsqmd_6PbURUSgvDfhGJVAyTGdx4v82QGUcI3x9Ab7QJUCxX-hBLm2T_GY3hSbFlxPiDX6H6EPFqUIsrOXXONzSUND9cTv1tDedNajFuvzjSfAmGIXIh9.jpg?r=b68,2019,2019,TV-MA,2 Seasons,"Determined to bring a Zika vaccine to the remote Pantanal, three doctors clash with a faith healer and are pulled deeper into the mysteries of his cult.","['International', 'Dramas']",8.5,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,tv
76,The Confession Killer,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABQEeEiYlR299y8V_Tg5Y55q-f7VZfe6dqSyweLURwebf2Y9BuTB8q26ReQ2Sy3c4gH92G5erXxeE2rKx-X2retiBgFGi8MO7KPXILzQRoxHttbJtfr-Nogd2W2Sd.jpg?r=6cb,2019,2019,TV-14,1 Season,Henry Lee Lucas rose to infamy when he confessed to hundreds of unsolved murders. This docuseries examines the truth – and horrifying consequences.,['Documentaries'],7.6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,tv
77,Three Days of Christmas,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABcJPD5BGIaW9i8WG_Ktcl076Orrsees5EQbhd_34BQnb2Ad2Vf7jUX9wFFHX0P_4KGklEPnEKk1nGT_hJQWYpc6oodev5Fe-kdHLOXtiGH8ubUJDOl2Xy_Js8Ez2.jpg?r=f3b,2019,2019,TV-MA,1 Season,"Four sisters deal with family drama and secrets throughout three different time periods, all occurring on Christmas Day.","['International', 'International', 'Dramas']",7.3,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,tv
78,Triad Princess,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABdQ1EuYzreKZYXoQ6k5NJ0oLXcGvviFkbjZB5Bj0259M51zReE7D7SJloP7DfIA0V06c_pK91fPZYvP06v1rKp98JAya3WLwv9iR7_QlZO5A5afta046WQKoIgRl.jpg?r=164,2019,2019,TV-MA,1 Season,"After jostling her way into a gig as a celebrity bodyguard, the boisterous daughter of a powerful triad boss shakes up a TV star's life and finds love.","['International', 'Romantic']",8.3,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,tv
79,Virgin River,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABfyUWz71Reh6fnPQs3amNnk_BxGKHGQviznCb9gwfRNiWT-hHGBOukUI06QR4bYrIHD-vzezNiyBFPM8oxV_4VGDmk5y92KYKOF9aW5Um0_ZvfGLFjSH9jGA8sXZ.jpg?r=239,2019,2019,TV-14,1 Season,"Searching for a fresh start, a nurse practitioner moves from LA to a remote northern California town and is surprised by what – and who – she finds.","['Romantic', 'Dramas']",5.2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,tv
80,Greenleaf,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABezyWrNyxxF2bRZ8l1yfyVeRVgILWhc5Y_TegS6LHl1pQxioqoxPEOZZN61bQs49hcBtYtpRK9De-6RvF-ALT9zd0ZM.jpg?r=f1c,2019,2019,TV-14,4 Seasons,"Although members of the Greenleaf family run a Memphis megachurch, their business and personal lives are tainted with greed, adultery and other sins.",['Dramas'],7.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,tv
81,Home for Christmas,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABXdLl9HFay4OWWutr9wn3eiUydCYprnPpJCWTLzg1xMbz8zqhfG8QfJRguGzY8wZo08rg9l3TBr5HGVht3Fl68mbhILAGlzRRF9CKb2Mt_AmbatqcH91PQQgm0TE.jpg?r=5d3,2019,2019,TV-MA,1 Season,"Tired of the constant comments on her relationship status, perpetually single Johanne starts a 24-day hunt for a boyfriend to bring home for Christmas.","['International', 'Romantic', 'Comedy']",4.6,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,tv
82,V Wars,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABTkyrTkMJyhgHRnE2gz1ooGWnq8xnZrxrGGj6eWZQXtMXbEg0DceYPwDC2oaqv8CliLcl38mRwZTMSi7kQHEbi-6ukCV75N__l7x1PlWmuoinwKJQB2Hk57Ginwu.jpg?r=27a,2019,2019,TV-MA,1 Season,A fast-spreading disease that turns victims into blood-sucking fiends pits two best friends against each other in a fight for humanity's future.,"['Action', 'Adventure', 'Dramas', 'Horror']",8.2,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,tv
83,Magic for Humans,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABXIxJwg85u2kzVofyjhYMyUAl_MFhnKWMtLTVz5Zz2Peg0x8DCBzH4s9C-VpxTqTXh--lSZIqyD27Xsb9N1CQwuIqH7yubxnNsgAvcHE1D7KvuvKi9FurIBpWFt8.jpg?r=50a,2019,2019,TV-14,2 Seasons,"From baffling people on the street to orchestrating elaborate tricks, Justin Willman blends good-natured magic with grown-up laughs.","['Reality', 'Comedy']",8.6,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,tv
84,The Last O.G.,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABZJGQg9_W-p2nwEQNvQgWU1w9YfmJbOR-ZdrGl9I6NvjkTeYWTWWPK1L0FIgqbQnRwhhrEZdcZkL3qlWgzjqEOucwbA.jpg?r=cce,2019,2019,TV-MA,2 Seasons,"After 15 years behind bars, a kindhearted ex-drug dealer returns to Brooklyn looking for a fresh start, only to discover things have changed. A lot.",['Comedy'],7.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,tv
85,The Prince of Tennis ~ Match! Tennis Juniors ~,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABR42hfT4WPypzOxy6THClI1grelksmN71YIwGv5aBbUbzoYbDdRJJs_G2ESYuG1RLEaJlX993sUTB4oigLWP7lH8yRt0q1QUvZhybOY-qvQORxPFxdsClUfrMxb3.jpg?r=a91,2019,2019,TV-PG,1 Season,A tennis whiz beats the odds to excel on the court while juggling school and inspiring teammates. Based on the hit manga series by Takeshi Konomi.,"['International', 'Dramas']",6.3,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,tv
