,title,image,year,release_year,rating,runtime,plot,genres,score,Action,Adventure,Anime,Children,Comedy,Cult,Documentaries,Dramas,Fantasy,Horror,International,Reality,Sci-Fi,Thrillers,Romantic,media type
723,Ferrari Ki Sawaari,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABR3yrFrdhYSJxZXnprI51jJqpuathrM3nMd6d-Qi6Q35Vn2ltfuAve3tPvdcuuKRIgaxAbzXiL4nzcJAILLooF_JpOQ.jpg?r=cbb,2012,2012,TV-PG,133 min,A father winds up involved with a stolen Ferrari as he tries to acquire the money to send his son to the leading cricket academy.,"['Comedy', 'International', 'Reality']",6.6,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,movie
724,Horns,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABcnPqSIn5gUNwkx-aunoVawffGKkJLA7QktXFF9gp3FXDzQtkpE8UYNxfuOIYK4Ol_Qgx2sVEkq3u9h4nEfC0nlGNlg.jpg?r=f58,2013,2013,R,120 min,"Accused of murder, Ig Perish wakes up one day to find he's grown a set of horns – compelling people to confess their sins to him.","['Dramas', 'Horror', 'Sci-Fi', 'Fantasy']",6.4,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,movie
725,Jupiter Ascending,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABXmkkIuWObEhzbDQN29Y9ffHpqgccAAV6nDVyWxMvGwl-ToFFlEeZcRhDSbSrK5bl-ra_XDqIK8YTC_D-VKUUvliFyM.jpg?r=f20,2015,2015,PG-13,128 min,A young impoverished woman learns she's been predestined to change the fate of the universe after a genetically engineered hunter tracks her down.,"['Action', 'Adventure', 'Sci-Fi', 'Fantasy']",6.6,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,movie
726,Last Knights,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABa1TSoJKpdsugFD7J9UQH4fVclOvtC9m5g1fdLtj-FVV8C3SQjrMf16JDrFaX2zmy1oBRVz7yjhpXTq_1j2r7-0odTM.jpg?r=b94,2015,2015,R,115 min,A nobleman who values his people's well-being over his emperor's edicts is killed. His knights vow revenge.,"['Action', 'Adventure']",5.6,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,movie
727,Manu,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABYVYvmK6z8eujeAs2lZ652CLFSDQpuZNIk1nMlIv9NUSWWgoXXcCXt6sJnd6LvuksNF5MVLtQUJKYysc9Z1Pip3K_pc.jpg?r=a25,2018,2018,TV-MA,177 min,"The relationship between a painter and his admirer unfolds as an abstract, twist-filled hide-and-seek game against the backdrop of murder and revenge.","['Dramas', 'International']",7.9,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,movie
728,MI-5,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABfyiZdxiVNTBd5VggtheBlz-eKiiZ0zTaBNTz-wbI1lHZ-JUwrraU-mnVi7EHoto48srQfjNGoQYQyAodfEyOc4BoWQ.jpg?r=757,2015,2015,R,105 min,"When a terrorist escapes custody, MI-5 director Harry Pearce becomes the scapegoat. But the wily veteran still has some spycraft tricks up his sleeve.","['Action', 'Adventure', 'Dramas', 'International']",6.2,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,movie
729,Panic Room,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABcU9YfFM1AiKOsvV856ihYII3hEErjH-ntHXtuW4NVKFK9J1xfnwwR1gIrp-iekiQPgAWf6GClJZFzc3UOq_DSoBD18.jpg?r=11b,2002,2002,R,112 min,A woman and her daughter are caught in a game of cat-and-mouse with burglars in their New York City home and are forced to retreat inside a vault.,['Thrillers'],2.9,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,movie
730,Running Out Of Time,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABTYI55-N2QnAO-HKhlkv2myWG42NLiKs3E0shdAQHFCvj-Gse2mlgX49DxkWGJC9DYIjKFsi2zFrwq_ho7OUpIG9TY8.jpg?r=9ff,2018,2018,TV-14,88 min,"Held hostage by men searching for a secret her late husband left behind, a recent widow and her family race against time to find a way out.",['Thrillers'],4.2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,movie
731,Something's Gotta Give,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABRzwp8TB09f53ffUo-85C1nxd_1yC9Owyfi1llIUPe4nLYTaU4n3utaQ7RteUMJXJY8Nifr_22bDwhv0Y52xZ5Xhij0.jpg?r=ed4,2003,2003,PG-13,128 min,"Still sexy at 60, Harry Sanborn wines and dines women half his age. But a getaway with his girlfriend goes awry when her mother drops in unannounced.","['Comedy', 'Romantic']",6.4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,movie
732,"To Wong Foo, Thanks for Everything! Julie Newmar",https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABcNxYdq2oAYvg7Cfd4pDHGJyqFxt2gLeiYFqVXBYs0_i4OXzhUZIc4TeGaVltsQQutgnY3Hry3duzcz4gMYh_Kxq6kM.jpg?r=0e6,1995,1995,PG-13,108 min,Three New York drag queens on their way to Hollywood for a beauty pageant get stranded in a small Midwestern town when their car breaks down.,"['Comedy', 'Cult']",5.2,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,movie
733,Wazir,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABadANKvLf2Q886hLL4XvLdVq74u2U2vXcE0ONu2TBsFIZvmyz8ZG7a8SV_zlZq9oNVll42BQDUMAG4D5Sjj03ShTurY.jpg?r=d86,2016,2016,TV-MA,98 min,"Helping an amputee grandmaster settle the score for his tragic past, a grieving detective unravels a conspiracy more complicated than he imagined.","['Dramas', 'International', 'Thrillers']",6.5,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,movie
734,White Chamber,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABVW5o1vjXyIwcwferf0a2tEGW7odnRclAsRBTIhPmXKiOWXuvfw30fGqvcy3AlPdIHg1ZNnQNS2D_g1Hq_VNl2VT1Uw.jpg?r=5da,2018,2018,TV-MA,89 min,"When a civil war ravages the UK, a scientist awakens in a futuristic cell and is tortured by her captor for information she claims she doesn't possess.","['Sci-Fi', 'Fantasy', 'Thrillers']",6.4,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,movie
735,The Red Sea Diving Resort,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABXlNF00TeEQEiaqUKCb7MW10L91Wn1mdvFO8HmtMZwlg242Q01tW3CYs7Ph6SwuldN8SIQhGOrQYm-Za13mxiozNlXn2XE77zgOT94dTtcfzwZRm6M5Nj1MYyfJx.jpg?r=a65,2019,2019,TV-MA,130 min,Undercover agents open up a fake hotel to real tourists as a cover to help smuggle thousands of Ethiopian refugees to safety. Inspired by true events.,"['Dramas', 'Thrillers']",6.7,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,movie
736,All Good Ones Get Away,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABV5UvSuo1eTOGabxuFZSl4ciqO9fAMB8Z7VEzdUUdujyGzz1TZ7TDWBXMKUjdOblnY-EWt2tm-g0G43m2Ah9R3rrytU.jpg?r=10f,2019,2019,TV-MA,83 min,"When a mysterious figure blackmails an adulterous couple during a romantic getaway, their secret affair turns into a fight for survival.","['International', 'Thrillers']",4.3,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,movie
737,American Hangman,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABe8gfJxsYnASmxvQEsP6ZEONw1a2tQdCSTgssGT7SKMglgdVouffhCKEZQXJUz6tmWOE3RJaWhQa1Dk43q9X2OY8LTo.jpg?r=e9f,2019,2019,TV-MA,99 min,"A judge’s kidnapping is streamed live on social media, as a vengeful loner puts him on trial for supposedly sending an innocent man to his death.",['Thrillers'],5.2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,movie
738,Whitney Cummings: Can I Touch It?,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABaFvTAVt-MiA1tEZDrLDfF3-rDn7LfpX88v3LRxbVuWgUBcxtOCjsNS09oGill8IT6n4gPm2dnBL4nnZQ33eGcImNv5zZZD3Ap1fOQHYaGegqP4xj7XdlBNXCFC5.jpg?r=abd,2019,2019,TV-MA,59 min,"In her fourth stand-up special, Whitney Cummings returns to her hometown of Washington, D.C., and riffs on modern feminism, technology and more.",['Comedy'],6.3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,movie
739,Mission of Honor,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABW1_txF-zLA0FMps-DKd_WYL9noghPE2TQqyjDrLEsfr7BusdpUG83TN6vv9SFevvUXgoU75wT69NjFMz-xscgh0m7c.jpg?r=207,2019,2019,TV-MA,107 min,"As Hitler's Nazis threaten to take command of Britain's skies, a squadron of Polish pilots arrives to aid the Royal Air Force against a mutual enemy.","['Action', 'Adventure', 'Dramas']",6.3,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,movie
740,The Croods,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABWajpkLkpy9F0vpeNwXTeujjq78NQMyK3YkxEtDxGyuVirOx6d2wuM7ka6V5s-7XQukSSqO1ggzu35xGXCJua1AyPnU.jpg?r=589,2013,2013,PG,99 min,"When an earthquake obliterates their cave, an unworldly prehistoric family is forced to journey through unfamiliar terrain in search of a new home.","['Children', 'Children', 'Comedy']",5.9,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,movie
741,1st Summoning,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABU9ujCKj2Nu4iKzSFz-Mp9u0ngNsiNlfDRVddElDW7BL5H5MWGvdsKPjDguSBAE13wiNkEnwQUEqFYJO9X0W2UX7Jn4.jpg?r=888,2018,2018,TV-MA,94 min,"Student filmmakers uncover occult rituals tied to an abandoned warehouse, then gradually realize the horror is closer than they think.",['Horror'],4.7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,movie
742,Boi,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABWtwDcye1FrkxcAoXB-AbEA8KNuk77jWInCdNZMbLNhImGfSVLSNh8fgoFxFOwjB4AmPmuDRixDimITh3qMJMxqJMUPiIRRH0XjwVQNvi3uZuCLo5sx9xVZZ5LS9.jpg?r=fc1,2018,2018,TV-MA,111 min,A young chauffeur who's at a crossroads in his life escorts a pair of clients around Barcelona and becomes embroiled in their mysterious quest.,"['Dramas', 'International']",5.5,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,movie
743,Eerie,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABSx0S-lr0YgtB8u5Ui0hxx0xgua-Ml21h874coq8ka3EwyMjAq_MpW9gzXC_kodSPDp-G1yySxjVijLUvoB332ff6Pk.jpg?r=c7d,2019,2019,TV-14,100 min,"When a student's suicide rattles an all-girls Catholic school, a clairvoyant guidance counselor leans on a ghost to uncover the convent's abusive past.","['Horror', 'International']",4.2,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,movie
744,Girls With Balls,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABaRIXuvfZH4Gp5XkhXDN97RQXZtPjXJcKMHm2pCDBVZdEWl1fqnb9VUq0PO3XfGgKWya6UOWh-OIRq2DXzZHOIHPCBTFDHv5WyN9XwNfysg69OKVmi2Xr34JUfHM.jpg?r=45f,2019,2019,TV-MA,77 min,"Stranded in the woods and eyeballed by twisted hunters, members of a women’s volleyball team bump it up in the most dangerous game of their lives.","['Comedy', 'Horror', 'International']",6.3,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,movie
745,Guy Martin: Last Flight of the Vulcan Bomber,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABZrXQ9tuRNQ4FhV6hZkQ9yEsiIKLvmxYj9NWHBLJXPHfMTJiElPxKzBkNXrCa9TykAflg48RsHnNB4mUEQyHv0syPC4.jpg?r=65d,2015,2015,TV-G,57 min,Guy Martin assists in preparing the last airworthy Vulcan bomber for a farewell tour while revealing the stories behind the iconic aircraft.,"['Documentaries', 'International']",6.5,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,movie
746,The Exception,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABcdQpuVqXSHpPurvtoc6RMRhC2HjBFGJUwy8kTVFYb7X_nvz7BRXgg9w0sTAAu02-pfpI7Qj-qdVKBAbJqPYoyUUQUA.jpg?r=03f,2016,2016,R,107 min,"During World War II, a Nazi officer charged with protecting an exiled Kaiser Wilhelm II from spies begins a steamy affair with a secretive Dutch maid.","['Dramas', 'Romantic']",7.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,movie
747,The Son,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABaDTV5-TFIro659XRVpIlZ9hWHZh3e0N-AavvtQP5YFkZd6tGUUgsN4HCKrw67UedUqUSZ9goATSoMa3cg0GKdEkEl7zf-29G6rwANGh_GgsQL6OGAsskB6UQZq4.jpg?r=e00,2019,2019,TV-MA,93 min,"In this psychological thriller, painter Lorenzo's life spirals out of control as he fears his wife is trying to isolate him from their infant son.","['Dramas', 'International']",4.9,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,movie
748,The Great Hack,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABT42gjLRsReuFXQEALndJMiCupjrfFp6tnNdfBzAl5jNYRObg9V2h73HKxrSv3t_99YrNNJaOCx_TMLOEeD3tkFop-oL_yz_7GiHuddZ06XNaSE4To9vF2IC33ca.jpg?r=f40,2019,2019,TV-MA,114 min,Explore how a data company named Cambridge Analytica came to symbolize the dark side of social media in the wake of the 2016 U.S. presidential election.,['Documentaries'],6.7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,movie
749,The Competition,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABeXI0t1lHp-Fhe-8z8w7WTB3JQ8A5BRrcQK1_NiN4jDls0LmciD8oy1QYrSBK3FDJkQaEMCGOQw8wCSsaz4qcYyxgeY.jpg?r=c15,2018,2018,TV-14,103 min,"After developing an ""infidelity formula"" said to repel cheating, a popular blogger crosses paths with a charming lawyer willing to put it to the test.","['Comedy', 'Romantic']",6.1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,movie
750,Inglourious Basterds,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABYNU_JM10gnbDjRcVgKJ62vMykWdGGSd5K0oGqMF6TikQsEMPt5vOSUNkp3awTvGNwTvn1z-k2R0wW3j6FHiqQl0unA.jpg?r=de5,2009,2009,R,153 min,"A Jewish cinema owner in occupied Paris is forced to host a Nazi premiere, where a group of American soldiers called the Basterds plans a face-off.","['Action', 'Adventure']",7.1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,movie
751,Unfinished Song,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABTPOTpdAXSgilono6XExmjwtOYU1czSkaJj6H4o64Xu7qs3fzJp6ZhQbhvilrL75DI7XqQ_AEEiYKrkfzb8cz3G1JcA.jpg?r=c5f,2012,2012,PG-13,94 min,"With his wife terminally ill, Arthur's future seems grim. But he learns to find joy in life again when he joins an unconventional church choir.","['Comedy', 'Dramas']",7.1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,movie
752,Bewafaa,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABfH7WmkfORIQWUCOoKFwlAxXJ2DdpPywqFZBsCHNeoLRujNWVPUO-AMVTL-AMIGuvMJCOfszSxKTnJuyvVKGvLinKKY.jpg?r=27e,2005,2005,TV-PG,149 min,"A young woman faces pressure to marry her brother-in-law, after her sister dies while giving birth. But she's secretly in love with someone else.","['Dramas', 'International', 'Romantic']",6.5,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,movie
753,Connected,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABY7pnSKH4c0EMciEIttAc9o2Mfd4JjTCurzzIssrRY2kL8dC_dlsKmjp5EEnhefJyx2pXm361zJmc69Qr3eX7pkB3_Q.jpg?r=1c1,2008,2008,TV-MA,111 min,"In this remake of ""Cellular,"" a debt collector becomes embroiled in intrigue after answering a random phone call from a stranger begging for help.","['Action', 'Adventure', 'International']",5.1,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,movie
754,D.L. Hughley: Contrarian,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABehOO37vO8pOtyxyCP9wmPtvPLq4RvqLw6bTDhguHyE571Uq1RCbc8I8bVHyELdD5hX-RiYgHkr5dNMi_8jdvlXwWayzZ0AWmyA8WcZxvpkeIExHkMMcdlDZBydJ.jpg?r=a02,2018,2018,TV-MA,58 min,"D.L. Hughley riffs on hot-button political issues, celebrity scandals, his mother's tough love and more in a rapid-fire stand-up show in Philadelphia.",['Comedy'],6.3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,movie
755,Demetri Martin: The Overthinker,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABc0wFK0WgsVa_Atu-TXM2AtYucKKrgNAisD_4WpW90s8sqmWPxd2tp9Jp9RBO-FbEIMBS1SKqtpAcU2o6vOArG9Q9VY442UUVIrgl5lc8LzDAIemcUof2dFvcGS8.jpg?r=0cf,2018,2018,TV-MA,56 min,"With his signature one-liners and drawings, Demetri Martin muses on doughnut holes, dogs, sports bars, the alphabet's most aggressive letters and more.",['Comedy'],7.3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,movie
756,The Beast Stalker,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABcgUeGzLxV-B0W6MGlzK1P6jt5ZaRCxnaCYNVnH2fnx5Xbs_ym1o-h8SAhAXINHCQXlB1rxn7Jsb46oVGK0a81rFR7M.jpg?r=a0f,2008,2008,TV-MA,110 min,"Feeling guilty after a high-speed chase leaves a girl dead, a determined sergeant pursues the crime boss who triggered the fatal car accident.","['Action', 'Adventure', 'International']",5.5,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,movie
757,The Midas Touch,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABR8g7Ky63SlwjBaYjUUBp8gOIH_ArWwH7GUhTgUQYkbiNsajkKGX9QPAgqDaNUsgQvAZKGa8OvaI8NWz5FMxUOhEAXQ.jpg?r=060,2013,2013,TV-14,98 min,"A debt collector takes over the management of a group of starlets after their talent agent defaults on a loan, but soon finds he's in over his head.","['Comedy', 'International']",4.8,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,movie
758,The Twins Effect II,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABUaPPJAlZ3Kd9S1fueQ_Tz2D-7pEy1h-NNcTxF3QtIMgw8aqKT7-KDP-HIUYt2O42z2_jWlnQACsjPrj7npbbWkw9DI.jpg?r=d09,2004,2004,TV-14,106 min,An empress rules over a land where men are subservient to women. But a prophecy reveals that a boy will become king and restore the male regime.,"['Action', 'Adventure', 'Comedy', 'International']",4.8,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,movie
759,Twins Mission,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABWjBHSvJOGSJrEh6z8lY7oXQ-yWsoptkJ-BlavVxCQfpSgl0KnFZWzbomxmoBIj_sDabMl4r-MxIomaDOia-zs006f4.jpg?r=0aa,2007,2007,TV-14,102 min,"To retrieve a healing bead stolen from its guardian monks, a pair of bickering twin sisters face off against an entire gang of rival twins.","['Action', 'Adventure', 'International']",5.5,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,movie
760,"¡Ay, mi madre!",https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABa35SgtHa2gAkXDET9Gu6ApZcBbfCsCr9EpQlifY_DcVNZ8BCblKeeePIvx9aVoL6WDt-1aA0tV8J3dtYkXlOWcjSJQ.jpg?r=3f9,2019,2019,TV-MA,81 min,"When her estranged mother suddenly dies, a woman must follow the quirky instructions laid out in the will in order to collect an important inheritance.","['Comedy', 'International']",6.8,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,movie
761,Iron Cowboy: The Story of the 50.50.50,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABVDnSSJ9_J690riqBcQNtP7OElBq-kC4YfSR0PeTD59mQ2aH4xmeN6DnGXwlwbMl-n561DibGFcMOGDQ4zmE_vHD820.jpg?r=e1f,2018,2018,TV-14,77 min,"A record-setting triathlete dares to complete 50 Ironman races – a 2.4-mile swim, a 112-mile bike ride, and a 26.2-mile run – in 50 days in 50 states.","['Documentaries', 'Reality']",6.9,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,movie
762,Short Term 12,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABffB9SHudDChus3Rlr5TiZ3X9QZSKa-fBolSh0wv05UJbP6RbeLXrpVKDwVWJuDlzRBK4DGHhu6arMIJQXBqh-JwMTI.jpg?r=3d3,2013,2013,R,97 min,"A new charge at a foster care facility dredges up the memories of a young supervisor's own troubled past, and her tough exterior begins eroding.",['Dramas'],7.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,movie
763,Mauli,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABVe8oVh4ujNHU8ceGQTRGkvI9-Y6FkTxf7Scul_CYtZ2ZOnt3ZiEroay5j3zIlzGpEXcJeWsaNbEZPXHTyc7QV_Oh1E.jpg?r=e92,2018,2018,TV-14,136 min,An unconventional police officer faces off against a gang of thugs as he tries to bring order to the far-flung village he’s been stationed in.,"['Action', 'Adventure', 'Dramas', 'International']",6.1,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,movie
764,Bogda,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABfr6NsMV3roBUIz2ijPAcZQcQb1JLeP8Y3Q44GMcr2d5YRq9vOcfDAJ-hL5EVJ3-uqa-QuQbk8yBZR8c6Kfz5QuZ5TA.jpg?r=2a7,2018,2018,TV-PG,161 min,An aspiring dancer accompanies her terminally ill mother on one last road trip that alternately strains and strengthens their knotty relationship.,"['Dramas', 'International']",7.2,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,movie
