,title,image,year,release_year,rating,runtime,plot,genres,score,Action,Adventure,Anime,Children,Comedy,Cult,Documentaries,Dramas,Fantasy,Horror,International,Reality,Sci-Fi,Thrillers,Romantic,media type
1436,Solo: A Star Wars Story,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABfD5aY96PMiu5sNXlcxVGuBqjYcHLorGd-wg9zi4GK0Y7CBpU3TXJCe59WnY0_Tl7aXOOeNxtxlFzT1-4pKMS_P3PDQ.jpg?r=9c0,2018,2018,PG-13,135 min,"A young Han Solo tries to settle an old score with the help of his new buddy Chewbacca, a crew of space smugglers and a cunning old friend.","['Action', 'Adventure', 'Children', 'Children', 'Sci-Fi', 'Fantasy']",6.9,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,movie
1437,Solo: A Star Wars Story (Spanish Version),https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABc1AOgLavS4qJS7qEgoQ3sCk6pzYTxPVeLU9Dh9-iv3jZ4CURdlwcGKknnc6dCWDVTtx4VzBvDhZdRT_qtrjYD8kh8E.jpg?r=734,2018,2018,PG-13,135 min,"A young Han Solo tries to settle an old score with the help of his new buddy Chewbacca, a crew of space smugglers and a cunning old friend.","['Action', 'Adventure', 'Children', 'Children', 'Sci-Fi', 'Fantasy']",6.9,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,movie
1438,The Monster,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABaWVdYgnPL4A_asc593gQ9NNRuNkNb94T7aCJow5Khqi_mOLrjTdKUPLsc8gQAA8FM18mL6Cnlltm8vOb7Pd8Onvezg.jpg?r=825,2016,2016,R,91 min,A troubled mother-daughter relationship faces the ultimate test when the duo’s broken-down car leaves them trapped within reach of a vicious creature.,['Horror'],4.7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,movie
1439,Catwalk: Tales from the Cat Show Circuit,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABYHOjfhwd4XxjnJyp5E4HnTI-1zeFqnmC7Y3J-agIMbj2nuopG4xkjcJSIlq4sqPbim1FyeS90PEiWQWE99ItfjF7mk.jpg?r=34f,2018,2018,TV-PG,75 min,"This fun, charming documentary follows the exploits of some very feline-friendly folks as they strive to get their kitties crowned Canada’s top cat.","['Documentaries', 'International']",8.4,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,movie
1440,Komola Rocket,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABbLo1ufOYcDWASjJDw2Dt_nFo5qSGLnw5batqK9qwUi0hktNxU9mtWdaF5wmKUw2Yr6HtpliwPZK01K8pEiyPk5JhFY.jpg?r=da1,2018,2018,TV-14,95 min,"As the lives of rich and poor passengers aboard a steamship unfold, buried secrets, lustful affairs and selfish desires are exposed.","['Dramas', 'International']",6.3,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,movie
1441,Pahuna,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABRUw2LTepn32o2YMMgHSmqiyUE3dGIPcQ2-Sm-XTnQcarHzAX1_JHNYsYPQTmVg1sQpDG5JjEGNL4Q_ZFp2-SY-JTK8.jpg?r=975,2018,2018,TV-PG,82 min,"Fleeing unrest in their native Nepal, three young siblings separated from their parents must beat the odds to survive on their own in India.","['Comedy', 'Dramas', 'International']",8.0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,movie
1442,3 Heroines,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABWuhKzv0R8LbK4OVO6J-TSnJRDZxPiJc_l2LUmJZPiWVBi7540X_16boTHSnPIaV7QcLj3k_sltciE8l5Gft-N2ZSzU.jpg?r=56a,2016,2016,TV-PG,124 min,Three Indonesian women break records by becoming the first of their nation to medal in archery at the Seoul Olympics in the summer of 1988.,"['Dramas', 'International', 'Reality']",7.1,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,movie
1443,5 Cowok Jagoan,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABdN1uhp2KC8SpmYEM1ufh--XQziRr_cbqYEYy4UISd3n0ZFmVcp8Kmzp06D1-v1DyGXQ6pZfTRDDwCNlJsn53sH3wKk.jpg?r=b52,2017,2017,TV-MA,106 min,Yanto asks his friends to help save a girlfriend who was kidnapped by a mobster. Silly slapstick and campy crimefighting ensues.,"['Action', 'Adventure', 'Comedy', 'International']",4.5,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,movie
1444,Chaotic Love Poems,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABZVgH9OYNkJFHod8gREilSQvWXdU6Ta9Peyhdqiai3bQztwannY5_FreOkPfrrIEF8o35ZP_A66lw4kyyVZGp-jBXpY.jpg?r=c18,2016,2016,TV-14,86 min,"Spanning the 1970s, ‘80s and ‘90s, this lyrical love story of two childhood neighbors plays out amidst a rapidly evolving Indonesia.","['Dramas', 'International', 'Romantic']",7.1,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,movie
1445,Love You... Love You Not,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABRL9eNmop1gKWKOXlScrj6BNXF1FgLOdZ0cPwDcX9zCyIOvk2P1VwseiXDqZBRU6YJFk1ionS6FL1dbGd03F93uBVaY.jpg?r=0cb,2015,2015,TV-14,115 min,A love triangle gets complicated when a female English tutor unknowingly gets between a hot-tempered guy and his off-to-the-United States girlfriend.,"['Comedy', 'International', 'Romantic']",6.8,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,movie
1446,Mara,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABRPYt9_9anQ-WsVRbYzbwuH2tNvrdadEqjFaSzyXSeoEEsav6kxn2b5GhAlwuioo7ICKQMHf_0fXbO41BZDPN3t3x4g.jpg?r=1b0,2017,2017,TV-MA,99 min,"When criminal psychologist Kate Fuller investigates a man who was seemingly murdered in his sleep by his wife, she uncovers a case like no other.","['Horror', 'Thrillers']",4.7,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,movie
1447,Nang Nak,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABaz19b5ND2o9nl4Maet9LP7l25ve3JYNqOfNMVMAnDXAOSqFkyw6aYJIZ69IclbapIy2RRqfGHaqbzYXJrLltMeNFwc.jpg?r=34a,1999,1999,TV-MA,101 min,"In this adaptation of a Thai folk tale, a man returns from war to his family, unaware of a sad secret about what happened to them while he was away.","['Horror', 'International', 'Romantic']",6.5,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,movie
1448,Soekarno,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABWO-AxdCXArKHwjlBXMlP-rJS1uVt0JmNVndEJy2kJ6TawFWt7-dPeVwuD1dSh_y2r2oPZpAFABg-G_6tX07DpXxo4E.jpg?r=b9e,2013,2013,TV-MA,142 min,This biographical drama about Indonesia's first president recounts his nationalist crusade to seize independence from Dutch colonial rule.,"['Dramas', 'International']",7.5,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,movie
1449,And Breathe Normally,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABVIos7T-Tr2_ZRy0MFE18QqObhVh37tkRH92aqPmgzwKW_qtAGk5MlN8y7-632n4ZtKXXp6cHx0mabsRmB3eSameFvQF4_g9GxMNlC_ytuiXBmJi_trUFxsSJ05U.jpg?r=7a5,2018,2018,TV-14,102 min,An Icelandic single mom struggling with poverty and a Guinea-Bissauan asylum seeker facing deportation find their lives intertwined in unexpected ways.,"['Dramas', 'International']",6.8,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,movie
1450,El Potro: Unstoppable,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABSF2ZPatF-2zw4dUiQ4Iu5Q7U90mRAn5vIZE5USxmowhhof9bPrm2rIgqbTpaSjHO2XHC6tsQpTpEcyzJ8Kp3jllxozQoE_OEx-zC6sddHfi0MlyKBLTAjyH47n0.jpg?r=665,2018,2018,TV-MA,122 min,"Argentine cuarteto singer Rodrigo ""El Potro"" Bueno rises to fame amid personal struggles in this dramatization of the charismatic superstar's life.","['Dramas', 'International', 'Reality', 'Reality']",7.1,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,movie
1451,Lionheart,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABY6OuHM3c2weBzUFTwQbezYKRK8dko9SPF6kLGq5D6EkOvAI8EUP51gWluDjqIaXcPmCZAgOx3kEINUoW-ViO6EW0j711ZwmOGvDdzBjfe-BibqA6U88H9GHkXsL.jpg?r=3c7,2018,2018,TV-PG,95 min,"When her father falls ill, Adaeze steps up to run the family business – alongside her uncle – and prove herself in a male-dominated world.","['Comedy', 'Dramas']",6.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,movie
1452,Occupation,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABXR_b5NZtGD7pzTovUeo9y3iKVJp0tstGwSQIH11NkDzabeLrW-eBvWA6ZZgA2Dy9jukkgKzOaCHYaZzC869u0zJ3bQ.jpg?r=8fc,2018,2018,R,120 min,"When aliens take over their small Australian town, a modest group of survivors must unite to fend off their otherworldly intruders.","['Action', 'Adventure', 'Sci-Fi', 'Fantasy']",5.3,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,movie
1453,Pope Francis: A Man of His Word,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABd5Maakpx7PYdfp9DY_t78pjRYRNTXIF7pBoy6bYhfYITmPkqMdyTw7o4WBpMvITFMK0VHozZjOIWlb5bW5AUwSgWWk.jpg?r=c86,2018,2018,PG,96 min,"Documentary filmmaker Wim Wenders travels the world with Pope Francis, recording the controversial pontiff's humanist views in a sharply divided age.","['Documentaries', 'Reality', 'Reality', 'International']",7.7,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,movie
1454,Monty Python and the Holy Grail,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABWo1m54rwzZG2ZGT5-0LBLjhr7N1IyWvAlO8Q1Rs1atRotsEvJdg0vivyycmdWPwF-vTGNLhLNko_eLXVCwxq8L6vDE.jpg?r=ac6,1975,1975,PG,92 min,The Monty Python comedy clan skewers King Arthur and his Knights of the Round Table as they quest far and wide for the Holy Grail.,"['Action', 'Adventure', 'Comedy']",8.1,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,movie
1455,A Perfect Ending,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABUqMeVN9Ty_vPJFMFZKTLn0_uwoG65fMqqnqQFEIhDOCGgkIPAZjxiF6zCwObns56vw1zZ6CGlVgW3ArHz1eLXUz9EM.jpg?r=e4f,2012,2012,TV-MA,110 min,"After confessing an unusual secret, a repressed wife – prompted by her friends – decides to explore her sexuality with a high-priced call girl.",['Dramas'],5.2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,movie
1456,Babel,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABa1IskZsdVSER1OR7DFjeR3VgF8X2c10rIFDUfoTYZfMbsL9wFelDmidIFASDnA7r3JCeL5STgeOYNhMKsx-dn79mIA.jpg?r=f0c,2006,2006,R,143 min,"When an American couple vacationing in Morocco falls victim to a random act of violence, a series of events unfolds across four countries.",['Dramas'],7.4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,movie
1457,Back to the 90s,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABXbuJ71VQOtpXDe2p2yFgN1Wt1KJDQPa93hGGUUlQNPLpsME291slZzZJwWE84GAc7Hx_7fDuMMVCM3Q3IS5lId7Psw.jpg?r=0bc,2015,2015,TV-14,111 min,"When a teenager is transported back to his parents’ high school days, he has the chance to alter the events that led to their unhappy marriage.","['Comedy', 'International', 'Romantic']",7.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,movie
1458,Hell or High Water,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABYWmBodTc9YER2I8Qty7lLMI9vvQnGcuPHeqJi-2pr-6rbvhbr7QReKbMnQFrNAPnWq-Rkbe5H0EGYNIUpLSy3d6evs.jpg?r=2a9,2016,2016,R,102 min,"In a desperate bid to save their family ranch, two brothers stage a series of clever bank robberies with a pair of Texas Rangers in hot pursuit.",['Dramas'],5.8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,movie
1459,Indiana Jones and the Kingdom of the Crystal Skull,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABaNn2Cg5HWWx-WGdavzNAp6PPK432wjB3Eciy3ip177CZytYLpNuLPC5wZlR1vCYqPPqsZUKd6tsBBMkBZ181YVFXOo.jpg?r=02b,2008,2008,PG-13,123 min,"Indiana Jones is drawn into a Russian plot to unearth the Crystal Skulls of Akator, Amazonian artifacts with supernatural powers.","['Action', 'Adventure', 'Children', 'Children', 'Sci-Fi', 'Fantasy']",8.2,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,movie
1460,Indiana Jones and the Last Crusade,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABZvBt15_Je1d3ewLw368rpFwzw5i5RXpy_WneJiB2C2ML64766IzBfNfQyANf5plMxFAA1vbs-mbStrfM5eEfCLavn8.jpg?r=b43,1989,1989,PG-13,127 min,"Accompanied by his father, Indiana Jones sets off on his third adventure to explore the cradle of civilization on a perilous hunt for the Holy Grail.","['Action', 'Adventure', 'Children', 'Children']",7.6,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,movie
1461,Indiana Jones and the Raiders of the Lost Ark,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABVpR-m4uqBGkqifSha5zpbe3WbYuuC2vqr6-UWNco_rlZJ6UtNMMbMiFxZbBo0o_ozL40WFy6FVFN6RX4dBQuFWkfkY.jpg?r=3e5,1981,1981,PG,116 min,"When Indiana Jones is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.","['Action', 'Adventure', 'Children', 'Children']",8.2,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,movie
1462,Indiana Jones and the Temple of Doom,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABR8eHhPTsmkfBpCL_30zAVuGCKjOB9PHXWv1Per9gE3yoV6zuK7ZDhpKxrdtUlsWHOdc90cha0ajSC8bUjWl8SMSc0k.jpg?r=b4f,1984,1984,PG,119 min,"Indiana Jones, his young sidekick and a spoiled songbird get more than they bargained for when they go to India in search of a missing magical stone.","['Action', 'Adventure', 'Children', 'Children']",8.2,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,movie
1463,Jersey Boys,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABQxCILwHLGz91M_4X2p3RNGDb5hZLxP9DTgLem7YW79qD6U8mS2SrPbIrWzw_tyqQghLehpXV4hm4zx7RpJfIIm57kc.jpg?r=cb8,2014,2014,R,134 min,"Adapted from the hit Broadway musical, this nostalgic look at the Four Seasons and their bumpy offstage lives stretches across four decades.","['Dramas', 'Reality', 'Reality']",7.5,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,movie
1464,Krystal,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABcjPFuzEVj2N9TjZU1rfzDZwhQia5h7gNAsJ91ysBO5ZvY37C-zsP8fvRhX-TC47XMIAG4kdlcLBqdjW6gQuVB9v3FE.jpg?r=629,2017,2017,R,93 min,A kid with a heart condition falls for an ex-stripper with a lot of baggage and joins her Alcoholics Anonymous group to catch her attention.,"['Comedy', 'Dramas']",5.6,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,movie
1465,Merku Thodarchi Malai,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABR998yZ-T_gV5VhlrIgJtwQSzsBvk_Yqe_XNOfjHZ9rfuAodXcm5nIpTk3eLnxcuqSNE_jrc8GnZCqhZkSblUiqoH_E.jpg?r=f11,2018,2018,TV-MA,115 min,"In southern India, a laborer's dreams of owning a piece of land to farm is complicated by political corruption.","['Dramas', 'International']",6.5,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,movie
1466,Moshe Kasher: Live in Oakland,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABR8HUGmVObz_efGRk46tOSjzLuLePIqlGjrS3mQWXNhhdP27azVkM3uYiLRphiP64IDHpGnzp9O6fbKdwEz9LdrGvEo.jpg?r=896,2012,2012,TV-MA,61 min,Comic Moshe Kasher returns to his home turf of Oakland for this stand-up special that has him sharing uproarious stories about the people he's met.,['Comedy'],7.5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,movie
1467,Pokémon the Movie: I Choose You!,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABYxxB6BSvT7k0SQITy39WuC09iWPI7dQeiqMsN_2ypChSGE8x_ziEQC_1PaBV2CXGiQy2qL5TPUb3rSxybVoF7CKdfc.jpg?r=76e,2017,2017,TV-Y7,97 min,"When Ash tries to pick his first Pokémon on his birthday, he ends up with a stubborn Pikachu and they embark on a journey to find the legendary Ho-Oh.","['Anime', 'Children', 'Children']",7.4,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,movie
1468,Puriyatha Puthir,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABVmN2AFNHpipj7E2peT67SYxOlnBGoamSdavM0h2UoDh9ZD2DHcHAuOy4kHfZkVb90sUAUEaN7r-TSlvbmEKehKARMQ.jpg?r=ea6,2017,2017,TV-MA,120 min,An aspiring music director begins to receive voyeuristic footage of his girlfriend from her apparent stalker as tragedy strikes those around him.,"['International', 'Thrillers']",4.4,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,movie
1469,Taramani,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABSVnqrRiycSsjY60xXHMB6oQxkamo8zG8AQgUiMM17Cq1keLanDi2E1P2cYP8hFJo7S5dhk2Y0EovKVQvt1a1OMHTZI.jpg?r=f10,2017,2017,TV-14,148 min,"A traditional man and an independent woman share a connection, but they must learn to navigate their vastly different experiences and expectations.","['Dramas', 'International']",7.6,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,movie
1470,The Boy in the Striped Pajamas,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABajWCFoqy_HDxIEkPsViN_HpBfk8UMkX3hw8r9UCvFcA_39dhMArYX0rgvWxSDgJ_q_zCCsKxJEZyh_6XhQYoSTTRRU.jpg?r=e5b,2008,2008,PG-13,95 min,"When his family moves from Berlin to Poland, a young boy befriends a boy who lives on the other side of the fence, unaware he's a Jewish prisoner.","['Dramas', 'International']",6.6,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,movie
1471,Trash,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABUdhbMpjjRM4b6m8KnxPAmDMMvXKzi1Ip1S7qSwIJrTY9r4QUXMIULOHVmwd5B6dMbMAsmDsLQguQ0_q3DoZNjDSjLA.jpg?r=c51,2014,2014,R,114 min,"Three poor Brazilian teens find something suspicious in a garbage heap, then end up on the run from the law as they try to set things right.","['Dramas', 'Thrillers']",5.5,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,movie
1472,Whitney Cummings: Money Shot,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABST_qNSm_ukHLsK047VSaApvu1aWzTCwqGlZDRKfBdDRmn124_bu5kp-DAzM7xTziJ_IMRMAcnNgdz-YSzYKIx9eQWg.jpg?r=675,2010,2010,TV-MA,48 min,"Comedy Central roast veteran Whitney Cummings gets the stage to herself in this debut special, which finds her riffing on a wide range of topics.",['Comedy'],6.4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,movie
1473,Bill Hicks: One Night Stand,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABRcp6bB7FNJ5VjTwYsiWkXifsOxkYiFSfMH84SUUPL6mA6Toqnk89vVVO2_2j-UCJ_wle_fcc1xcBsq-L24vki-N0EI.jpg?r=2a3,1991,1991,TV-MA,28 min,"Bill Hicks remembers a wild night in 1989 and offers his views on puffing cigarettes, smoking weed, drinking, sex, commercials and music.",['Comedy'],8.5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,movie
1474,Bill Hicks: Reflections,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABbyRQN5qZsqeYP3OubKYfIrgS3uyateEQIYe6yksumJvNHlyZaYg1gmcohEy4Y-7QVLDASNkH_6KEDk4CBl5MkzbpMA.jpg?r=993,2015,2015,TV-MA,34 min,"This documentary about comedian Bill Hicks offers insight into his irreverent takes on, well, everything. Brother Steve Hicks is the star witness.",['Documentaries'],6.1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,movie
1475,Bill Hicks: Relentless,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABVYcmf4eFD_oQ2Gfo9Suh8rB1isilxPRB9t2mHOkzuHJEbFSSJbb3y6By9DHp0enzlHCxgdOljz0Cxz4Mx-FuGBpbTI.jpg?r=4a8,1992,1992,TV-MA,61 min,"In one of his most iconic performances, late comedian Bill Hicks demonstrates what made him such a singular talent and a force to be reckoned with.",['Comedy'],8.5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,movie
1476,Bill Hicks: Revelations,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABUInzjnGrEUZVTQ_HXYYyY3uvFAn3x6mccryAuU9Xw5CzCgTPKXJQ6-umeID1043j25SPTNknbB_GFRTkPZZky3h50A.jpg?r=a52,1993,1993,TV-MA,56 min,"In his final recorded special, the iconoclastic comedian channels Goat Boy and tackles provocative topics like British porn, pot and the priesthood.",['Comedy'],8.5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,movie
1477,Bill Hicks: Sane Man,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABYWaUh-wg8fJjmfaG5AQR5VEbp-p9AE_Oog2cKAQgnEE3MQdHY0XM-LJIH5-SRAXrPzGGCbxPAo98zFSBpeqm6uYugY.jpg?r=31e,1989,1989,TV-MA,81 min,"Filmed in 1989 at a turning point in comedian Bill Hicks's career, this rare onstage performance captures him spouting off on a variety of topics.",['Comedy'],8.7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,movie
1478,Gina Yashere: Laughing to America,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABZvrkvx7-Mcu_lQ9ifZCT0rsqjHpJ2HqwlC_hJqn-RCsFl4jEWEOh-bVypUpE2Xg3I6TGlKwexHuAdaogBS-nfiDX9w.jpg?r=deb,2013,2013,TV-MA,68 min,"British comic Gina Yashere takes the stage in San Francisco, where she shares her thoughts on everything from toilet ninjas to her troublesome name.",['Comedy'],5.9,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,movie
1479,Mexicanos de Bronce,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABdH3pw1iddGZNHk9ceeZsPNVSxOiQ5N9UZz2wN-od3Vnwd6NsSyq3OewzXypoR4IEUemvevlVbrVSPKuhCSW84-7mDI.jpg?r=314,2016,2016,TV-MA,100 min,"When street vices keep them coming back, three prisoners make sense of their lives in a penitentiary – and beyond it – through rap.","['Documentaries', 'International', 'Reality', 'Reality']",8.3,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,movie
1480,Sam Kinison: Live in Vegas,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABTmuBiCUB7ZNAcmJQpoApULTrVUhHSRFIRfBNJ0ITRkf6hn2SgIHaJ6yvvWIlHS_LkCu8cW5pIBOcElkAghaW32E2zw.jpg?r=afd,1991,1991,TV-MA,71 min,Standup legend Sam Kinison is at his screaming best as he storms the stage in Sin City to get a few things off his chest.,['Comedy'],6.7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,movie
1481,Sam Kinison: The Scream Continues,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABQpe_85vSFkZCvHwdRAZHJc_CjVxvtLftG02ITM5IUu6d8bEo97K4HjtR3sdDpVdoQdqc65dXKbpSWmAnUbXBCuKGII.jpg?r=2ba,2016,2016,TV-MA,29 min,Sam's brother and former manager Bill Kinison speaks about the late comedian's journey from preacher to standup legend.,['Documentaries'],6.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,movie
1482,Secrets in the Hot Spring,https://occ-0-2706-2705.1.nflxso.net/dnm/api/v6/0DW6CdE4gYtYx8iy3aj8gs9WtXE/AAAABXjXak9Tr8VFwh2NdbrmpUnQv9EcTFaDBV7kCar5M68gW61EIA49UoCANOjhG2LiTRxWeTzvnUf8U7yM_mc4Dx_3STQ.jpg?r=895,2018,2018,TV-14,108 min,"When three teen outcasts arrive at a hot springs hotel to help run things, creepy incidents prompt comical efforts to find what lurks in their midst.","['Comedy', 'Horror', 'International']",6.5,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,movie
